L,R,F,M,C
111,5,27,33970,0.5929375920000001
68,5,17,25605,0.7866131609999999
15,37,18,17462,1.153374184
21,36,17,35610,0.565572592
34,35,33,23756,0.847739518
39,4,28,31700,0.635205047
93,79,21,25725,0.782711759
85,13,20,22622,0.890045973
104,10,21,36044,0.558492953
100,1,22,24370,0.826027493
107,38,25,30820,0.653091823
14,19,20,25572,0.7868809640000001
17,185,12,32405,0.620954482
53,16,17,38449,0.523334547
40,49,10,16968,1.185784418
108,20,23,24138,0.833339962
100,159,17,25389,0.79227185
24,164,20,31077,0.647253596
26,110,22,30490,0.659705805
96,6,20,33606,0.598446706
95,34,9,31513,0.638189001
17,216,16,31153,0.645508298
42,72,21,29832,0.6740640920000001
17,109,12,36353,0.553132066
29,22,22,26991,0.744960913
59,111,10,25622,0.7846776209999999
38,147,12,28813,0.69771735
103,38,16,29348,0.684955022
20,11,23,36598,0.549173725
69,90,15,27146,0.740339277
21,12,25,25097,0.8007574609999999
21,3,29,28083,0.715450272
78,88,12,24208,0.829921927
17,3,25,26995,0.744218189
76,43,14,18106,1.10949409
24,563,10,26430,0.76
51,35,13,27444,0.7318678040000001
47,50,15,26480,0.7584501509999999
55,29,26,33623,0.597304524
40,29,17,25934,0.7743464179999999
110,35,19,33273,0.603449043
75,18,14,19781,1.014962338
26,376,31,21100,0.9514597159999999
41,119,9,13922,1.4419997130000002
22,11,17,29081,0.690288505
76,8,25,29554,0.679232253
28,62,24,29532,0.679730123
35,185,20,27029,0.7426641759999999
21,142,17,28528,0.70355265
26,44,14,26334,0.7621428570000001
65,5,32,39168,0.512406812
68,25,30,35480,0.5656631910000001
26,34,3,30408,0.66
59,19,23,38158,0.525849887
108,39,9,19370,1.035875581
15,29,24,29696,0.675525323
36,118,21,40245,0.498390856
24,80,11,23750,0.844432
90,179,12,20237,0.9910041009999999
17,2,24,26818,0.7477328659999999
24,31,24,26899,0.7453355140000001
75,2,26,25215,0.795003371
80,62,25,23440,0.855072952
61,37,24,22340,0.8971074309999999
12,7,24,30212,0.663340064
92,9,25,25219,0.7946072409999999
19,3,12,27864,0.719166667
13,26,17,31699,0.631819616
104,143,16,32278,0.620430944
84,73,26,33356,0.6003411679999999
63,149,15,23351,0.857558991
110,6,24,30363,0.659505978
54,111,15,31909,0.627537999
44,41,9,16891,1.185457936
37,23,22,26270,0.7621374190000001
47,64,12,18407,1.0875612540000001
25,57,22,27517,0.727478286
64,6,20,26004,0.769805415
14,12,26,26864,0.7450912
42,22,15,31381,0.637766164
81,109,21,29770,0.672238495
87,30,16,27944,0.7161090040000001
90,36,24,23443,0.853549034
55,19,18,23920,0.8364443979999999
22,170,21,29931,0.66829441
89,81,24,24508,0.816123307
27,150,16,18372,1.088276181
44,88,26,24901,0.8028866309999999
12,64,12,45430,0.440016069
20,111,19,22563,0.8859371540000001
87,32,20,22963,0.8704485479999999
65,26,16,27245,0.73361681
109,254,19,24852,0.804210526
27,28,34,30388,0.65766421
40,39,32,24869,0.8034959190000001
28,4,25,25300,0.789776285
88,10,18,31922,0.625923814
98,46,24,21237,0.9408094359999999
90,119,18,28778,0.6942299670000001
111,6,15,24759,0.806855285
28,74,16,23046,0.8667708059999999
66,13,20,25067,0.7968233140000001
12,156,4,24342,0.8204781859999999
21,53,12,14237,1.402778675
62,12,22,29052,0.6873110290000001
45,30,17,25336,0.788079018
37,43,29,25524,0.782150133
36,46,22,25165,0.793287105
15,68,11,30250,0.6598704129999999
28,272,21,32113,0.621569458
22,20,27,28698,0.6954613559999999
90,2,23,27183,0.7341614240000001
78,24,20,23542,0.84745731
71,156,24,29684,0.672077213
29,14,22,25812,0.7728750190000001
20,391,38,25428,0.7845033029999999
35,20,19,28970,0.688558854
23,11,20,25607,0.778963565
28,31,10,30416,0.655784456
47,8,38,32749,0.608962411
19,19,14,29074,0.6859124990000001
111,16,15,32459,0.614303891
95,23,22,28172,0.707780065
26,95,15,29366,0.678994075
47,42,15,26967,0.7393729370000001
17,20,14,27054,0.736968286
19,39,14,22551,0.8839089179999999
112,77,15,25511,0.7812418170000001
22,95,17,25798,0.7724998059999999
72,8,23,28389,0.701959562
63,166,19,30842,0.646089424
66,44,21,28040,0.7105998570000001
78,37,27,24161,0.8245966640000001
97,61,33,21207,0.9394539540000001
31,5,22,28776,0.692272727
85,88,29,26766,0.7442176640000001
17,153,6,20200,0.986082178
76,72,14,27161,0.7332723390000001
30,34,23,26510,0.7511075070000001
70,59,16,26062,0.764011971
22,8,14,28910,0.688673815
73,27,18,27685,0.719141774
35,202,9,13386,1.487312864
14,4,30,18220,1.092659715
38,24,20,23492,0.8473412229999999
103,105,17,26646,0.746999925
41,4,16,16483,1.207533823
66,143,22,27123,0.733801939
62,2,26,29530,0.6739075520000001
19,24,30,26872,0.740485636
41,5,20,28441,0.699573503
96,344,23,35610,0.558649256
43,155,28,24584,0.8091522940000001
45,148,31,32141,0.618900159
96,9,19,31176,0.6380504229999999
109,14,24,30568,0.65072854
19,30,13,22648,0.878169375
19,172,16,24343,0.816997905
77,297,4,20793,0.956457943
49,137,20,27730,0.7170732059999999
19,74,15,24379,0.815537143
40,332,9,16968,1.171608322
40,64,21,26121,0.7610420729999999
15,27,11,23150,0.858666523
49,106,22,25918,0.766914885
74,8,16,23687,0.839081353
102,19,4,18865,1.053529817
84,4,25,35542,0.559191942
20,1,26,25592,0.776598937
79,105,20,26424,0.7521207990000001
34,69,6,21918,0.906666667
82,122,17,25754,0.77161606
24,2,31,29319,0.6777079709999999
96,74,16,30855,0.643806514
60,4,15,28162,0.7053575740000001
27,41,6,31001,0.6407428789999999
31,2,15,23444,0.847279474
13,3,18,30892,0.642972291
17,29,10,33260,0.597194227
26,4,32,27776,0.714990279
39,163,18,22064,0.900044869
106,60,19,28658,0.692949613
85,10,10,14496,1.369922047
55,1,17,23682,0.838512795
32,3,21,25478,0.779382212
84,94,20,23939,0.8293734070000001
83,11,26,29639,0.669862344
18,114,10,24052,0.82540454
15,44,14,31111,0.638112886
80,27,19,25235,0.7866911040000001
53,13,13,29135,0.6813461470000001
93,99,16,33070,0.600271243
41,343,14,25561,0.776605375
77,222,9,14413,1.3772427669999998
32,19,23,29055,0.683190845
87,4,23,41668,0.47637587600000003
46,73,26,24837,0.799031687
27,9,18,22592,0.8784237779999999
59,18,24,28137,0.705284501
28,7,18,23844,0.832211038
74,175,26,26015,0.7627568709999999
32,236,21,31570,0.628467849
38,10,25,26036,0.7620045320000001
50,9,21,31812,0.6236300770000001
96,37,11,14199,1.397046271
15,49,12,13794,1.438062201
28,101,20,34764,0.570589978
14,375,4,26840,0.7389344259999999
21,295,10,27930,0.71
22,90,18,28049,0.7069859890000001
95,156,19,29215,0.678755434
91,4,29,25200,0.7868944440000001
105,7,23,31789,0.623664161
32,74,15,29363,0.67514457
89,31,16,25879,0.765934155
112,4,25,24718,0.80189538
93,114,12,23667,0.8374994720000001
32,75,18,29167,0.67950972
19,26,9,26037,0.761111111
45,9,14,21480,0.9225647109999999
12,3,7,26946,0.735404884
35,346,21,27468,0.7214285709999999
79,15,17,22842,0.867524735
89,132,2,24464,0.81
45,241,2,24464,0.81
24,32,16,23803,0.832490442
83,70,15,26529,0.7468230990000001
59,135,22,28579,0.693248539
12,2,23,24983,0.792990834
21,156,27,28892,0.685497716
15,11,15,26516,0.746901116
22,47,13,24591,0.805280387
19,342,5,27854,0.710890716
64,20,28,28360,0.6982055709999999
71,7,13,24593,0.8051258490000001
75,10,12,34705,0.57043135
42,63,18,28664,0.6906101729999999
94,5,22,30171,0.656101223
38,12,25,32012,0.618362489
24,37,29,32772,0.6039890760000001
16,10,25,31712,0.624130613
64,13,20,30803,0.642536766
110,14,16,23249,0.851301561
66,21,21,23456,0.843749147
52,2,22,27216,0.727084436
77,71,26,25526,0.7752127240000001
20,68,30,26164,0.756295673
68,129,24,31215,0.6339103
93,111,18,28291,0.6993803679999999
81,22,40,25770,0.767769887
35,10,15,30875,0.64078413
39,195,22,28554,0.6928545909999999
40,137,15,25551,0.774145043
95,71,22,27983,0.7068566629999999
108,159,24,32316,0.612049449
111,15,8,13688,1.444979544
68,59,51,20829,0.949529982
66,47,27,26257,0.7531077429999999
20,27,29,24926,0.793300971
23,254,15,24625,0.802994924
19,29,13,21025,0.9404195009999999
16,9,19,25515,0.774922986
39,57,21,32098,0.615987289
35,43,19,27483,0.719383983
18,444,5,24043,0.822305869
83,5,33,29663,0.6664976570000001
83,59,19,26056,0.758700875
75,97,7,13769,1.4357142859999998
83,26,21,30136,0.655914853
33,21,19,31104,0.635484504
69,8,18,27318,0.7235167290000001
36,431,19,29123,0.6786337259999999
50,37,9,25966,0.7610533
43,135,5,26432,0.747590799
48,112,17,27330,0.72292865
103,153,14,22646,0.8724507640000001
69,261,3,25659,0.77
75,13,37,32589,0.60625886
35,116,12,24292,0.813270624
66,28,18,41012,0.481688286
27,32,24,27206,0.72604499
44,195,19,24473,0.807080047
85,46,22,25062,0.7881003109999999
41,11,17,29173,0.6770363009999999
32,95,17,39466,0.500412254
99,80,14,20315,0.9720113220000001
93,16,15,23665,0.834357067
50,249,11,13655,1.445872574
78,180,15,27933,0.706788744
41,101,12,25097,0.786588437
85,8,29,28508,0.692441069
16,11,15,24706,0.798976767
12,19,12,34072,0.579331709
54,15,16,21464,0.9195359670000001
16,49,13,22604,0.873111396
107,66,14,24416,0.80826712
22,5,17,21816,0.90457875
65,32,12,17050,1.157414663
72,1,34,26120,0.755464012
37,15,17,24214,0.814916577
45,84,17,24349,0.8103942670000001
12,26,8,29663,0.665208172
50,174,15,29035,0.679578784
86,100,20,24882,0.7930013659999999
24,326,12,25344,0.778413037
24,19,32,28373,0.6952560529999999
64,101,23,31189,0.632444772
41,251,13,26874,0.73396331
48,102,17,29323,0.6726119429999999
48,42,21,27476,0.717819188
20,45,21,22992,0.857709203
25,154,23,22749,0.86686184
30,59,14,26200,0.75264313
23,24,23,23888,0.8254412259999999
27,4,24,27201,0.7248623209999999
109,41,15,26092,0.7554407479999999
50,156,20,26832,0.734532648
21,11,44,23646,0.833284699
70,84,19,28243,0.697607195
28,50,12,28615,0.688496243
25,33,23,30115,0.65419824
101,100,13,17497,1.125726124
34,27,3,22814,0.863340931
47,3,12,33572,0.586671333
64,22,17,26566,0.7412979000000001
67,198,14,24424,0.8062278909999999
95,51,10,25424,0.7744245590000001
38,117,16,28905,0.6811555090000001
100,14,17,25155,0.782655138
69,23,21,23170,0.8496961590000001
69,108,29,29553,0.666150983
31,113,14,17828,1.104104779
31,100,20,28952,0.679864603
47,92,14,28394,0.693224625
21,482,3,30282,0.65
51,10,27,37614,0.523076248
70,52,13,21714,0.9060891590000001
26,47,23,31509,0.624418103
20,17,11,19156,1.027048966
41,78,30,42304,0.465040658
32,8,20,22018,0.893482605
74,7,27,31942,0.6158142879999999
74,22,18,32111,0.612549594
24,200,4,23163,0.8491797259999999
35,169,21,23544,0.8352552670000001
21,18,27,24275,0.810096807
16,25,23,23043,0.85329905
82,49,11,19583,1.003925854
100,6,16,14103,1.393965114
62,80,18,27643,0.711044387
85,130,19,27100,0.725285609
82,189,16,22426,0.876433604
106,29,17,25669,0.765665978
64,12,18,25693,0.764930137
54,196,13,27455,0.715799308
26,110,16,24543,0.800682068
50,100,4,18435,1.065931109
36,23,17,27738,0.708192732
21,349,15,26545,0.739945376
46,4,30,27097,0.7248189840000001
107,16,25,23496,0.835886534
85,50,18,29718,0.660831146
77,22,20,18369,1.069060373
90,5,21,30560,0.642512107
111,36,12,34944,0.561876145
30,1,30,26662,0.7362365909999999
36,49,12,23484,0.835786493
36,44,17,24266,0.808814803
76,67,11,27821,0.705401675
78,124,22,25822,0.759941135
30,66,21,27372,0.716906693
90,47,22,30935,0.634333279
86,64,24,24996,0.784981197
46,34,18,23499,0.834968722
44,4,16,29677,0.66100246
52,37,8,14839,1.321874116
84,136,19,32668,0.6004380429999999
19,28,10,24650,0.795668154
41,1,39,22464,0.8730426459999999
59,7,15,27163,0.721961124
28,34,17,28734,0.682453887
48,24,22,28255,0.693950097
76,44,11,29332,0.6683083320000001
35,112,19,26257,0.74656663
35,60,24,28008,0.699870751
99,30,25,26930,0.7278778309999999
42,139,17,25882,0.7572401670000001
89,6,24,30525,0.6420091729999999
28,56,13,24042,0.815125614
47,135,21,26805,0.7310830070000001
89,38,8,25388,0.7717307390000001
74,18,19,23653,0.828333827
106,46,8,33299,0.588320971
49,164,5,16286,1.2028797740000001
20,5,7,23493,0.8338632779999999
56,82,26,26360,0.743145675
23,47,19,31006,0.6316954779999999
14,66,24,26925,0.727254596
71,12,29,29660,0.660151382
78,1,23,33366,0.58678535
82,169,18,21190,0.923908919
41,26,14,26089,0.750414734
76,27,17,26550,0.7373344629999999
84,99,22,27314,0.7166951009999999
15,23,14,23833,0.8213347040000001
41,185,20,28641,0.683442966
67,3,28,31244,0.626433235
85,282,12,13922,1.405849016
36,190,13,23349,0.838205491
66,581,2,24464,0.8
45,258,2,24464,0.8
20,605,2,24464,0.8
19,240,4,27244,0.718367347
81,611,2,24464,0.8
23,469,2,24464,0.8
33,217,16,32770,0.597206286
90,8,15,31690,0.6175497
18,94,8,25284,0.774003322
47,163,21,23275,0.840796992
95,203,11,28863,0.677946506
97,6,12,42325,0.462283757
75,1,20,23761,0.823328143
71,157,13,27452,0.7126121959999999
36,123,22,26148,0.748043827
52,12,27,29696,0.658656048
43,186,8,17352,1.127143845
24,7,24,28825,0.678514831
105,33,23,27487,0.71147779
33,308,9,13187,1.4829377419999998
77,15,26,30493,0.641273735
103,89,20,30136,0.648810393
91,17,26,30465,0.641727884
22,29,8,24909,0.78486531
78,162,22,22045,0.88683012
70,50,27,28105,0.695499022
61,197,11,17869,1.093798198
84,204,19,31598,0.618551174
22,349,14,24790,0.788321904
82,12,19,24509,0.797339345
36,148,29,27806,0.702776379
51,4,21,24588,0.7947421509999999
36,148,16,29628,0.659541987
112,98,22,22940,0.851798605
103,343,7,13145,1.4865043740000001
41,25,13,25437,0.768122027
12,19,21,29238,0.668259457
20,61,14,22774,0.8578273470000001
34,36,10,20018,0.975912179
48,100,21,29444,0.663374881
108,12,22,30824,0.6336497529999999
33,494,19,29130,0.670480604
36,75,25,35911,0.543871794
21,250,20,26064,0.749285605
20,83,6,26939,0.724876944
27,6,20,34282,0.569610291
36,63,19,23849,0.81872741
17,23,26,29401,0.6641036020000001
109,22,30,40361,0.48374643799999995
63,74,27,26119,0.74751407
17,264,6,30598,0.63808811
70,34,14,13132,1.48665626
60,20,19,21567,0.90520332
46,137,20,26481,0.737208187
39,167,13,26013,0.750467074
14,16,26,28331,0.688989799
91,12,27,24938,0.782627717
86,50,10,27254,0.7159679309999999
60,487,6,27602,0.7069234109999999
49,23,20,29424,0.663143013
26,128,19,20402,0.95635624
91,18,23,21330,0.914700422
61,5,21,24667,0.790876475
14,130,10,26430,0.738
84,57,31,27376,0.71246822
22,48,15,20442,0.9541047840000001
87,33,18,25614,0.761423831
18,243,15,23617,0.825653978
77,47,25,29115,0.669720076
38,1,20,26616,0.732589044
45,19,10,31513,0.61862882
46,31,20,30892,0.630992814
47,145,9,29041,0.671183155
71,166,14,20516,0.949966855
90,72,26,22002,0.885743114
70,43,30,22249,0.8758973440000001
83,5,29,24842,0.784453345
60,79,20,30640,0.635904047
35,163,13,22694,0.8585529209999999
25,6,22,27586,0.706278185
21,40,22,24322,0.8010591229999999
36,7,34,29195,0.667349204
80,40,32,43399,0.44891771700000005
63,302,15,23952,0.8133934540000001
70,7,13,25727,0.7572352
67,83,18,28488,0.6837900170000001
23,145,17,24032,0.810577147
25,33,30,29333,0.6640452729999999
51,159,20,23789,0.818800286
19,81,15,26652,0.7307804290000001
23,42,12,26184,0.743764895
48,13,25,32105,0.606581218
16,114,22,37838,0.514668059
43,1,47,27260,0.714255319
102,6,14,24206,0.804285714
40,111,18,25378,0.7670974859999999
52,110,25,24660,0.789413625
28,10,22,24290,0.8013622890000001
110,96,15,28726,0.677606698
110,11,20,26008,0.7483458940000001
83,57,16,26472,0.7352024779999999
22,173,16,32101,0.60627644
45,3,17,26010,0.7482352940000001
54,233,8,13133,1.481757405
17,28,12,27864,0.698333333
36,83,26,23472,0.8289983809999999
16,2,19,27402,0.7100788259999999
48,22,7,23317,0.834419093
16,20,22,30209,0.643981926
38,160,16,31472,0.618125
54,374,10,26718,0.728059735
34,15,27,27661,0.703120278
27,87,24,31861,0.610388563
33,33,17,24845,0.782681425
39,12,31,30664,0.634051657
25,338,7,24745,0.7857142859999999
37,74,18,26833,0.7245552120000001
53,44,17,27368,0.7103737940000001
31,39,13,23655,0.821787783
16,27,13,25075,0.7751788629999999
69,33,24,28817,0.674457785
28,14,25,28672,0.677851911
54,8,17,24925,0.779721565
89,312,26,27352,0.7105111140000001
54,13,21,25699,0.756203354
66,88,6,26734,0.7268938429999999
24,250,19,27062,0.7180714659999999
103,20,29,33371,0.582278026
34,64,16,26957,0.7208038729999999
56,21,19,25721,0.7554080320000001
64,58,16,25993,0.7474931709999999
30,21,15,21032,0.923757607
61,159,18,25926,0.749355859
81,104,10,28229,0.688162528
87,376,28,27214,0.713785184
79,83,4,32508,0.5975
68,60,22,33693,0.576471671
69,438,23,29371,0.661283239
92,69,24,25479,0.7622775620000001
77,9,20,28520,0.680997195
26,7,23,28453,0.682574772
23,91,26,22954,0.8459318640000001
90,92,30,28673,0.677158302
55,3,24,27248,0.71255138
78,17,15,27133,0.715561125
21,212,23,22799,0.851540857
92,94,12,28075,0.6913845059999999
65,81,24,29906,0.649035645
18,101,12,28513,0.680715112
30,231,11,24149,0.803653567
20,13,19,24028,0.8076922759999999
85,2,22,25228,0.7692341840000001
81,78,26,34245,0.566670755
38,63,23,28859,0.672384005
58,39,37,27404,0.7079838709999999
73,73,28,36931,0.525336438
97,22,15,31111,0.623550191
43,149,12,24660,0.786666667
43,21,32,22087,0.8782759090000001
95,146,16,28941,0.670273315
87,41,24,27560,0.7037862840000001
22,23,31,26434,0.7334849059999999
72,123,24,24112,0.804075979
90,11,15,27833,0.696555168
103,156,12,24867,0.779600273
89,16,12,24668,0.785816848
19,3,9,25498,0.760139619
39,508,7,29727,0.65198641
72,8,21,24162,0.802074745
41,122,14,24741,0.783233903
14,66,17,30634,0.632480251
82,94,20,24366,0.795125174
77,130,20,30897,0.627009095
32,134,18,28784,0.672943649
80,46,17,31730,0.610353924
31,9,27,25667,0.7543737090000001
68,33,19,25449,0.760816928
83,8,18,32918,0.588185795
29,6,22,27837,0.69547832
19,30,18,35322,0.548071457
62,15,24,24043,0.805165745
58,234,25,23134,0.8367934640000001
99,15,25,22753,0.850792423
80,103,18,18833,1.027833059
79,21,16,27905,0.693655617
29,66,18,29156,0.66388222
101,2,29,31754,0.609537696
79,11,20,23497,0.823645572
21,16,24,31219,0.619876037
103,30,10,13863,1.395930174
24,1,26,26968,0.717551913
38,58,18,27971,0.6917654000000001
19,4,27,23424,0.8260297129999999
24,85,19,27891,0.693730236
47,14,11,27889,0.693766718
25,40,6,29362,0.6588440839999999
54,334,10,25950,0.745468208
108,7,21,29995,0.644899817
111,489,4,23723,0.815326898
56,9,21,27300,0.7084743590000001
22,431,26,27114,0.713271742
31,4,25,23988,0.806186843
31,4,24,28405,0.68076395
64,35,18,29583,0.653589224
49,157,21,27359,0.706708213
16,68,14,24428,0.791501146
101,30,17,27148,0.712179903
81,22,17,30883,0.626040864
88,67,20,31024,0.623132414
28,4,20,24424,0.7915120370000001
20,552,4,27304,0.707991503
41,35,15,27656,0.698972736
50,24,14,27492,0.7031059940000001
90,23,22,28350,0.681772134
29,79,18,16433,1.176127913
62,105,12,28193,0.6855130709999999
42,669,2,24464,0.79
80,122,7,14474,1.3352556309999999
31,125,22,22964,0.841481885
86,32,28,31231,0.618664148
40,39,26,30638,0.630531366
49,65,19,21587,0.8948357809999999
71,4,14,24795,0.77886953
38,1,31,29122,0.663098002
64,9,29,21813,0.885253748
41,15,53,30740,0.6281132079999999
32,23,16,23902,0.807784286
62,14,30,30567,0.631575228
83,7,27,24957,0.7735328770000001
52,23,21,26680,0.723521739
63,1,14,27275,0.7076916590000001
23,344,10,20980,0.92
67,429,16,31169,0.6192290420000001
47,10,24,25730,0.7500567429999999
40,44,16,23478,0.821921373
80,7,17,28200,0.684268085
76,75,24,26024,0.741388718
15,105,19,23309,0.827718478
92,22,10,32408,0.59529684
36,462,5,24822,0.7772218190000001
25,322,21,22919,0.8416183079999999
46,30,21,31495,0.612394666
70,69,18,22940,0.8407650390000001
105,29,14,25830,0.746689895
30,33,55,19570,0.985272356
34,10,14,21957,0.87804527
42,23,14,26182,0.736305859
23,158,17,27570,0.699223794
95,26,14,18288,1.054085739
24,62,14,21874,0.881212855
37,41,24,27016,0.713453879
72,3,40,26101,0.738449868
84,2,24,25975,0.741980366
20,27,19,25605,0.752652216
67,84,13,23471,0.82104725
42,88,14,25781,0.747236725
22,2,23,27051,0.712093083
14,13,17,27799,0.6928846359999999
44,221,17,26170,0.736
64,36,18,26468,0.7277051529999999
16,311,5,20810,0.925480538
22,450,3,25659,0.750549515
42,2,34,30042,0.641039212
32,172,24,28212,0.682620516
25,22,14,26176,0.735657855
74,222,9,18388,1.047234066
83,104,25,25347,0.75962323
112,37,15,25737,0.748045227
43,142,19,30494,0.631346166
109,19,43,24479,0.78636995
88,159,20,26668,0.721728664
72,119,18,27197,0.707612604
70,159,16,21634,0.8895673479999999
74,9,22,30236,0.636474071
28,152,31,23438,0.821050858
31,114,14,33665,0.57162216
96,274,22,26522,0.725559913
81,26,16,28024,0.686626106
46,1,21,26133,0.736286687
31,78,21,30869,0.6232945670000001
54,72,28,28901,0.665737172
31,237,20,27395,0.702312101
40,23,31,28646,0.671560776
41,67,28,26116,0.73647266
41,546,4,25368,0.7580731629999999
53,153,17,26273,0.731833822
25,36,20,31885,0.603021483
70,242,11,13163,1.4606130819999998
88,69,28,27650,0.6953142859999999
26,24,9,25360,0.758018139
15,187,11,24832,0.774126933
27,176,19,21641,0.888119773
12,1,17,26274,0.731445916
66,8,23,27535,0.697936808
51,14,18,31766,0.604958761
25,73,31,31470,0.610627264
40,106,20,28298,0.679071312
32,8,20,22994,0.835675828
22,202,11,28933,0.66408772
45,179,21,48474,0.396374758
72,156,17,24930,0.7706979540000001
74,11,19,25524,0.752757013
76,44,21,22527,0.852892085
76,13,31,30125,0.637750705
88,123,20,25842,0.743420788
44,35,16,22761,0.844039366
93,31,12,27370,0.701830471
66,4,24,26428,0.7267496590000001
39,233,19,26438,0.726298131
23,49,17,35490,0.5409988729999999
19,41,24,31357,0.612272539
92,140,17,30979,0.61973595
72,16,36,21994,0.8728857870000001
12,16,10,30626,0.626817084
20,14,18,29713,0.646074109
101,11,24,24842,0.7726612190000001
98,5,15,30134,0.636969868
72,26,19,24080,0.79707309
78,22,17,31103,0.617088705
96,177,3,25560,0.75085759
74,15,24,22573,0.8502082129999999
73,138,10,24304,0.789639566
81,37,37,36397,0.5271689970000001
53,65,17,24501,0.7831108929999999
28,13,21,37125,0.516749899
27,368,7,19894,0.9642857140000001
12,6,12,31709,0.604893879
39,106,28,29786,0.6438991470000001
39,65,16,25125,0.76328597
22,21,18,23237,0.825243362
92,27,19,24685,0.7767312129999999
104,22,28,25546,0.7505128000000001
28,69,18,26306,0.7287930509999999
32,197,15,37016,0.517863086
18,155,12,18056,1.061644883
15,114,18,54252,0.353298127
96,65,11,29898,0.641019132
51,99,21,30708,0.623941644
57,9,10,27930,0.6859999999999999
79,64,13,24502,0.781964329
31,103,14,28091,0.682037663
26,4,21,22707,0.843727045
17,37,11,30710,0.6238134160000001
30,109,16,20684,0.9260399340000001
28,5,21,20560,0.9315593390000001
12,76,15,23611,0.8110609459999999
71,18,26,30618,0.62540695
32,27,20,18401,1.0406265959999998
74,3,20,32804,0.583642239
50,132,15,29443,0.650201746
19,15,25,33408,0.573023827
62,40,24,23965,0.7987782179999999
73,70,18,31466,0.608308651
36,197,15,26205,0.73043465
73,65,7,26697,0.716892909
22,75,7,13004,1.471610274
49,126,23,28895,0.662278249
41,32,16,30971,0.617841206
28,6,21,28077,0.681514051
22,157,19,26007,0.735700004
74,80,19,27795,0.688342508
14,46,15,25525,0.749468364
92,67,19,27021,0.707969727
21,422,5,24529,0.779868727
25,25,14,25141,0.760871485
31,1,36,27399,0.6981638020000001
24,32,20,31830,0.6009644989999999
40,7,23,32554,0.58751367
59,43,16,28568,0.669473887
28,183,8,21219,0.901263962
41,201,10,18062,1.0587426640000002
23,497,16,28571,0.66931504
15,9,16,32109,0.595562615
52,285,12,16581,1.1532416620000001
66,51,13,28140,0.6794371
59,11,17,30108,0.6350079710000001
25,43,33,21341,0.8958230640000001
16,6,19,25779,0.74156484
44,327,20,29893,0.6394507079999999
21,21,12,23729,0.8054384929999999
13,90,19,23546,0.811628727
63,89,13,23846,0.8013884929999999
79,130,20,29855,0.6400756989999999
30,11,15,20431,0.935009544
31,87,13,22522,0.848179114
27,219,16,26029,0.733889892
96,40,15,22579,0.845883343
43,38,25,39352,0.485331368
46,125,22,33263,0.574158374
78,99,18,32064,0.595591317
33,2,31,21187,0.901355076
47,21,13,36702,0.520321508
26,5,24,25500,0.748765098
17,163,16,24599,0.776168137
19,24,23,28064,0.68027366
18,3,24,31487,0.606289262
57,38,18,20360,0.937531434
110,4,24,34676,0.5504115239999999
87,149,17,22938,0.8320446420000001
37,18,19,34075,0.560054292
35,194,20,27775,0.687025743
55,75,15,32833,0.581167118
74,14,14,29241,0.652554974
100,19,16,21865,0.872657215
74,76,23,35311,0.540347201
82,21,12,19174,0.9950719720000001
86,8,45,24015,0.794447637
96,31,31,38602,0.49422050700000003
97,2,18,28819,0.661881051
62,6,18,29018,0.6572503270000001
46,314,14,12714,1.5
18,44,25,25989,0.7336838659999999
28,129,29,20786,0.91732849
27,91,16,23234,0.820553069
104,27,18,34326,0.5554005710000001
72,18,19,24584,0.775440937
41,17,20,22204,0.858558818
47,244,14,21163,0.900719652
18,438,5,27193,0.700943257
31,105,23,37007,0.514969871
78,21,31,27755,0.6866002520000001
22,675,4,17780,1.071698538
97,153,16,26866,0.709250354
107,168,13,23251,0.819482603
17,42,20,32551,0.585254216
77,4,31,24560,0.775610342
111,75,19,26245,0.72567651
52,45,17,27620,0.689530413
95,19,24,23092,0.8246700159999999
23,56,11,14745,1.291498813
20,130,19,31309,0.608210419
68,14,30,23696,0.803587103
85,5,12,24877,0.765341078
41,400,12,23796,0.8
70,12,51,24696,0.770751539
24,152,14,24757,0.768843559
24,370,15,26252,0.72504952
38,13,15,24413,0.7796452709999999
23,139,16,23537,0.808619195
73,36,18,31529,0.6035684610000001
77,38,24,30144,0.631291468
28,119,17,30632,0.621202664
23,144,24,22773,0.835553945
17,1,23,29943,0.635458371
45,24,20,26726,0.711904138
48,49,13,24156,0.787628333
20,81,8,25840,0.73625
17,84,25,31146,0.610799461
18,104,11,29587,0.642981039
19,1,19,26938,0.706176405
45,114,26,24500,0.776427755
49,58,13,26825,0.709115005
49,13,15,23999,0.7925821909999999
16,113,29,34791,0.546697422
110,94,17,20747,0.916762423
48,56,20,25426,0.7479788409999999
27,15,14,21890,0.868744175
47,56,14,23060,0.8246400690000001
22,84,17,27265,0.6972803959999999
110,158,21,26492,0.71760607
55,34,25,27973,0.679533121
70,334,3,18520,1.0263293740000001
94,36,18,28401,0.6692454489999999
47,347,3,18405,1.032699267
41,77,17,30769,0.6176820829999999
16,39,14,27536,0.690179038
17,86,9,23787,0.7988888890000001
44,78,21,31567,0.601964076
29,18,19,28835,0.658995665
71,13,20,27959,0.679606209
51,21,20,26535,0.7160636890000001
60,11,29,21720,0.874797422
62,77,24,28482,0.666956323
44,16,15,25116,0.7562091890000001
20,16,19,23909,0.794251119
26,16,23,23476,0.8088848190000001
